Number,User,Date Submitted,Country,Device,Browser,OS,Ako ste spokojní s našimi Paušálmi Go na škále 1-5?,"Prosím, opíšte prečo. Je to pre nás veľmi dôležité."
1427,0,30/03/2020 10:12,Slovakia,desktop,Firefox 74.0,Windows 10,4,"Stabilný systém, pre SR štandard cena, spoľahlivý IT. Vaša NET stránka by potrebovala zlepšiť. Mail je ""o ničon"".....Nevážite (nielen Vy...) dlhoročných klientov - vytvorili ste prostredie ""prebehlíkov"" medzi poskytovateľmi...."
1428,0,30/03/2020 10:14,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,.
1429,0,30/03/2020 10:23,Slovakia,desktop,Opera 67.0.3575,Windows 7,4,
1430,0,30/03/2020 10:24,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,Mám GO 30 za 15 Eur
1431,0,30/03/2020 10:24,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1432,0,30/03/2020 10:40,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1433,0,30/03/2020 10:41,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,"málo dat a neustale sa zvysujuce ceny

"
1434,0,30/03/2020 10:44,Slovakia,desktop,IE 11.0,Windows 10,,
1435,0,30/03/2020 10:46,Slovakia,desktop,Chrome 79.0.3945,Windows 7,3,vela platim mesacne
1436,0,30/03/2020 10:53,Slovakia,desktop,Opera 67.0.3575,Windows 7,4,dostupnost.spolahlivost
1437,0,30/03/2020 10:59,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1438,0,30/03/2020 11:00,Slovakia,phone,Chrome Mobile iOS 80.0.3987,iOS 13.3,4,
1439,0,30/03/2020 11:07,Slovakia,phone,Facebook 256.2.0,Android 7.1.1,1,Nemám znalost
1440,0,30/03/2020 11:07,Slovakia,phone,Samsung Internet 11.1,Android 8.0.0,1,
1441,0,30/03/2020 11:12,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,4,Tak sem tam mi nejde internet 
1442,0,30/03/2020 11:12,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1443,0,30/03/2020 11:15,Slovakia,desktop,Firefox 74.0,Windows 10,,
1444,0,30/03/2020 11:17,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,3,potrebujem max 200 min volani do vsetkych sietia 4gb dat
1445,0,30/03/2020 11:18,Slovakia,desktop,Firefox 74.0,Windows 7,,
1446,0,30/03/2020 11:21,,desktop,IE 11.0,Windows 7,4,Iní operátori majú v ponuke za 30€ min 10GB dát. Vy máte iba 4GB.
1447,0,30/03/2020 11:26,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,2,
1448,0,30/03/2020 11:38,Slovakia,desktop,Chrome 80.0.3987,Windows 7,2,
1449,0,30/03/2020 11:39,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1450,0,30/03/2020 11:40,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1451,0,30/03/2020 11:45,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,"viac dát 
"
1452,0,30/03/2020 12:03,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1453,0,30/03/2020 12:06,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,,
1454,0,30/03/2020 12:11,Slovakia,desktop,Edge 18.18362,Windows 10,1,
1455,0,30/03/2020 12:15,Slovakia,desktop,Chrome 80.0.3987,Windows 7,3,
1456,0,30/03/2020 12:15,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,"Dobrý deň, zatiaľ nemám paušál GO no už ste prijali objednávku, prišiel mi mail, ze je akceptovaná co síce neviem co to znamená ale dúfam ze dobrú správu, už by som ho rada mala doma pretože veľa známych ma GO paušál a sú nadmieru spokojný aj so sieťou a aj s internetom v mobile. Tak pevne verím ze moja objednávka bude čoskoro vybavená a budem ju máš už doma "
1457,0,30/03/2020 12:24,Slovakia,desktop,Chrome 57.0.2987,Windows 7,3,
1458,0,30/03/2020 12:27,Slovakia,desktop,Chrome 78.0.3904,Windows 7,,
1459,0,30/03/2020 12:40,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1460,0,30/03/2020 12:42,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1461,0,30/03/2020 12:45,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1462,0,30/03/2020 12:49,Slovakia,desktop,Firefox 74.0,Windows 10,,
1463,0,30/03/2020 12:49,Slovakia,desktop,Opera 67.0.3575,Windows 8.1,,
1464,0,30/03/2020 12:55,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,V danom paušále je všetko čo potrebujem a za veľmi dobrú cenu.
1465,0,30/03/2020 12:56,Slovakia,tablet,Mobile Safari 12.1.2,iOS 12.4.5,,
1466,0,30/03/2020 12:58,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1467,0,30/03/2020 13:06,Slovakia,desktop,Safari 13.1,Mac OS X 10.15.4,4,
1468,0,30/03/2020 13:08,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,"Mam Go Data 15, a stale ponukate G0. Preco? Hovori mam max 2-3 min, sms 1-2, pouzivam najma data. Nechcem pausal Go 20, 1 GB data su velmi malo.   "
1469,0,30/03/2020 13:22,Slovakia,desktop,Firefox 74.0,Windows 10,2,
1470,0,30/03/2020 13:23,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1471,0,30/03/2020 13:26,Slovakia,desktop,Firefox 74.0,Windows 7,3,
1472,0,30/03/2020 13:26,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1473,0,30/03/2020 13:29,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,3,
1474,0,30/03/2020 13:32,Slovakia,phone,Chrome Mobile 80.0.3987,Android,1,
1475,0,30/03/2020 13:39,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1476,0,30/03/2020 13:42,Slovakia,desktop,Chrome 49.0.2623,Mac OS X 10.6.8,,
1477,0,30/03/2020 13:50,Slovakia,phone,Chrome Mobile 50.0.2661,Android 5.1.1,4,
1478,0,30/03/2020 13:55,Slovakia,desktop,Firefox 74.0,Windows 10,5,
1479,0,30/03/2020 14:01,Slovakia,phone,Facebook 263.0.0,Android,3,
1480,0,30/03/2020 14:02,Slovakia,tablet,Chrome 80.0.3987,Android 7.1.1,1,
1481,0,30/03/2020 14:03,Slovakia,phone,Chrome Mobile 78.0.3904,Android 8.0.0,4,"Objem voľných minút, sms, dát presne taký balík potrebujem. Nemusím sa obmedzovať. "
1482,0,30/03/2020 14:06,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,
1483,0,30/03/2020 14:12,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1484,0,30/03/2020 14:14,Slovakia,desktop,Chrome 80.0.3987,Mac OS X 10.15.3,2,Pre mňa pspbne nie sú dostatočne vyvážené.
1485,0,30/03/2020 14:15,Slovakia,desktop,IE 11.0,Windows 7,3,x
1486,0,30/03/2020 14:15,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,konkurencia má výhodnejšiu ponuku
1487,0,30/03/2020 14:17,Slovakia,desktop,Firefox 74.0,Windows 8.1,5,"Zatial spokojnosť, máme e celá naša veľká rodina."
1488,0,30/03/2020 14:21,Slovakia,desktop,Edge 17.17134,Windows 10,4,bez komentára
1489,0,30/03/2020 14:24,Slovakia,desktop,Firefox 74.0,Windows 7,3,
1490,0,30/03/2020 14:26,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1491,0,30/03/2020 14:35,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1492,0,30/03/2020 14:44,Slovakia,desktop,Firefox 74.0,Ubuntu,5,
1493,0,30/03/2020 15:05,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1494,0,30/03/2020 15:22,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,3,Ha zaplatene ráta musim platit este raz
1495,0,30/03/2020 15:31,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,*
1496,0,30/03/2020 15:40,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
1497,0,30/03/2020 15:53,Slovakia,phone,Facebook 263.0.0,Android 7.0,3,"Od Vás mi paušál vyhovuje ale veľmi potrebujem pre svoju 4 člennú rodinu mobilné telefóny,len sú pre nás nevyhovujúce na zakúpenie telefónov.Lebo ak by ste boli ochotní na vyššiu zľavu na telefóny pre rodinu.
Ďakujem za pochopenie.
Z pozdravom Váš verný zákazník Peter Ščavnicky"
1498,0,30/03/2020 15:59,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,4,
1499,0,30/03/2020 16:00,Slovakia,desktop,Samsung Internet 2.2,Tizen 5.0,1,
1500,0,30/03/2020 16:01,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15.3,3,
1501,0,30/03/2020 16:06,Slovakia,desktop,Edge 18.18362,Windows 10,,
1502,304d0ffd,30/03/2020 16:09,Slovakia,desktop,Opera 67.0.3575,Windows 10,,
1503,0,30/03/2020 16:17,Slovakia,desktop,Firefox 74.0,Windows 10,5,
1504,0,30/03/2020 16:31,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
1505,0,30/03/2020 16:32,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1506,0,30/03/2020 16:34,Slovakia,desktop,Firefox 74.0,Windows 10,,
1507,0,30/03/2020 16:43,Slovakia,tablet,Chrome 80.0.3987,Android 6.0.1,,
1508,0,30/03/2020 16:45,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1509,0,30/03/2020 17:03,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1510,0,30/03/2020 17:17,Slovakia,desktop,Firefox 74.0,Windows 10,,
1511,0,30/03/2020 17:24,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,"Zatiaľ som spokojný, mohol by mi e darovať balík sms"
1512,0,30/03/2020 17:28,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1513,0,30/03/2020 17:30,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1514,0,30/03/2020 17:38,Slovakia,phone,Facebook 263.0.0,Android,,
1515,0,30/03/2020 17:39,Slovakia,phone,Samsung Internet 11.1,Android,4,
1516,0,30/03/2020 17:57,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1517,0,30/03/2020 18:07,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,4,Stale sa zlepsujete
1518,0,30/03/2020 18:38,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1519,0,30/03/2020 18:39,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,3,
1520,0,30/03/2020 18:44,Slovakia,phone,Samsung Internet 11.1,Android,4,
1521,0,30/03/2020 18:55,Slovakia,desktop,Opera 67.0.3575,Windows 10,,
1522,0,30/03/2020 19:03,Slovakia,desktop,Firefox 74.0,Windows 10,,
1523,0,30/03/2020 19:15,Slovakia,tablet,Chrome 80.0.3987,Android 8.1.0,,
1524,0,30/03/2020 19:21,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
1525,0,30/03/2020 19:23,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
1526,0,30/03/2020 19:37,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1527,0,30/03/2020 19:37,Slovakia,phone,Facebook 263.0.0,Android,,
1528,0,30/03/2020 19:50,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,4,
1529,0,30/03/2020 19:52,Slovakia,desktop,Edge 18.18362,Windows 10,3,vysoká  cena  paušálu a veľa poplatkov za doplnkové služby
1530,0,30/03/2020 19:56,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1531,0,30/03/2020 20:07,Slovakia,desktop,Edge 18.18363,Windows 10,3,
1532,0,30/03/2020 20:15,Slovakia,desktop,Firefox 74.0,Windows 10,4,
1533,0,30/03/2020 20:26,Slovakia,phone,Facebook 263.0.0,Android 7.0,4,
1534,0,30/03/2020 20:37,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,
1535,0,30/03/2020 21:25,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
1536,0,30/03/2020 21:37,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,"pausal mi viac menej poskytuje vsetko co potrebujem. V poslednej dobe ale mam problem so signalom, neviem ci je problem v zariadeni, alebo v slabom signale, na miestach kde som pred tym problem nemal."
1537,0,30/03/2020 21:42,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1538,0,30/03/2020 21:45,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,5,
1539,0,30/03/2020 23:05,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,4,I
1540,0,31/03/2020 00:15,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1541,bc478413,31/03/2020 04:38,Slovakia,phone,Chrome Mobile 80.0.3987,Android 6.0,5,Vyborne sluzby a dobre spojenie internet 
1542,0,31/03/2020 05:03,Slovakia,tablet,Chrome 80.0.3987,Android 5.1.1,,
1543,0,31/03/2020 05:45,Slovakia,phone,Chrome Mobile 70.0.3538,Android,,
1544,0,31/03/2020 06:17,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,
1545,0,31/03/2020 06:40,Slovakia,desktop,IE 11.0,Windows 10,4,
1546,0,31/03/2020 06:43,Slovakia,phone,Chrome Mobile 70.0.3538,Android 8.0.0,5,
1547,0,31/03/2020 06:55,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1548,0,31/03/2020 07:02,Slovakia,tablet,Chrome 80.0.3987,Android 4.4.4,5,
1549,0,31/03/2020 07:03,Slovakia,tablet,Chrome 42.0.2311,Android 4.2.2,3,
1550,0,31/03/2020 07:13,Slovakia,desktop,Edge 18.18363,Windows 10,2,
1551,0,31/03/2020 07:24,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1552,0,31/03/2020 07:25,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,2,
1553,0,31/03/2020 07:27,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1554,0,31/03/2020 07:27,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1555,0,31/03/2020 07:42,Slovakia,desktop,Chrome 80.0.3987,Windows 7,5,som spokojný
1556,0,31/03/2020 07:42,Slovakia,desktop,Firefox 74.0,Windows 10,4,mohli byť v cene aj sms-ky
1557,0,31/03/2020 07:44,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1558,0,31/03/2020 07:51,Slovakia,tablet,Chrome 80.0.3987,Android 6.0,3,
1559,0,31/03/2020 07:58,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1560,0,31/03/2020 08:01,Slovakia,desktop,Firefox 74.0,Windows 10,5,
1561,0,31/03/2020 08:10,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,
1562,0,31/03/2020 08:28,Slovakia,desktop,Firefox 74.0,Windows 10,5,
1563,0,31/03/2020 08:45,Slovakia,desktop,Edge 18.18362,Windows 10,3,
1564,0,31/03/2020 08:47,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1565,0,31/03/2020 08:51,Slovakia,desktop,Chrome 80.0.3987,Windows 7,5,
1566,0,31/03/2020 08:53,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,ok
1567,5dd45d3f,31/03/2020 08:56,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15.3,1,"Hrozna mobile aplikacia , paušál nieje konkurencie schopny "
1568,0,31/03/2020 08:59,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1569,0,31/03/2020 09:01,Slovakia,phone,Chrome Mobile 80.0.3987,Android,1,Mam zajem o palsal aj telefon 
1570,0,31/03/2020 09:01,Slovakia,desktop,Opera 67.0.3575,Windows 10,,
1571,7365b38a,31/03/2020 09:02,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1572,0,31/03/2020 09:11,Slovakia,phone,Samsung Internet 11.1,Android 6.0.1,5,Cena a kvalita služieb.
1573,0,31/03/2020 09:15,Slovakia,phone,Chrome Mobile 80.0.3987,Android 6.0.1,,
1574,0,31/03/2020 09:16,Slovakia,desktop,IE 11.0,Windows 10,4,lebo mam co potrebujem
1575,0,31/03/2020 09:22,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1576,0,31/03/2020 09:24,Slovakia,desktop,Firefox 74.0,Windows 7,,
1577,0,31/03/2020 09:26,Slovakia,desktop,Firefox 74.0,Windows 10,3,
1578,0,31/03/2020 10:06,Slovakia,desktop,Edge 18.18362,Windows 10,,
1579,0,31/03/2020 10:09,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1580,0,31/03/2020 10:16,Slovakia,tablet,Chrome 80.0.3987,Android 4.4.4,3,
1581,0,31/03/2020 10:17,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,
1582,0,31/03/2020 10:18,Austria,desktop,IE 11.0,Windows 10,,
1583,0,31/03/2020 10:27,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1584,0,31/03/2020 10:32,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1585,0,31/03/2020 10:46,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,4,
1586,0,31/03/2020 10:49,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1587,0,31/03/2020 10:50,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,zatiaľ dokázali uspokojiť moje požiadavky
1588,0,31/03/2020 11:06,Slovakia,desktop,Firefox 74.0,Windows 10,5,"mato svagor aje spokojny
"
1589,a68f342c,31/03/2020 11:11,Slovakia,tablet,Chrome 80.0.3987,Android 6.0.1,4,
1590,0,31/03/2020 11:12,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,
1591,0,31/03/2020 11:20,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1592,0,31/03/2020 11:22,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1593,0,31/03/2020 11:22,Slovakia,desktop,Edge 18.17763,Windows 10,,
1594,0,31/03/2020 11:28,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1595,0,31/03/2020 11:32,Slovakia,phone,Mobile Safari 12.1.2,iOS 12.4.5,3,
1596,0,31/03/2020 11:36,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,2,Spokojnosť je no kedze presahujem kazdy mesiac svoj limit prijala by som vyhodnejsi pausal s dobrym telefonom
1597,0,31/03/2020 11:46,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1598,0,31/03/2020 11:47,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1599,0,31/03/2020 11:48,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1600,0,31/03/2020 11:56,Slovakia,tablet,Chrome 79.0.3945,Android 5.1.1,4,
1601,0,31/03/2020 12:04,Slovakia,phone,Facebook 263.0.0,Android,5,
1602,0,31/03/2020 12:12,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,2,
1603,0,31/03/2020 12:18,Slovakia,desktop,Chrome 80.0.3987,Windows 7,3,
1604,0,31/03/2020 12:26,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15.3,5,stabilna sieť
1605,0,31/03/2020 12:30,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15,3,
1606,0,31/03/2020 12:36,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1607,0,31/03/2020 12:37,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,4,
1608,0,31/03/2020 12:56,Slovakia,desktop,Chrome 79.0.3945,Windows 10,5,Finančne bola pre mňa ponuka veľmi zaujímavá oproti konkurencii.
1609,0,31/03/2020 12:57,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,dobrý pomer cena/výkon
1610,0,31/03/2020 13:06,Slovakia,phone,Samsung Internet 11.1,Android,,
1611,0,31/03/2020 13:15,Slovakia,tablet,Chrome 58.0.3029,Android 5.1.1,,
1612,0,31/03/2020 13:28,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1613,0,31/03/2020 13:32,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1614,0,31/03/2020 13:44,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,Málo dát pri nižších paušáloch v dnešnej dobe
1615,0,31/03/2020 13:55,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,
1616,0,31/03/2020 13:55,Slovakia,desktop,Edge 18.18362,Windows 10,,
1617,0,31/03/2020 13:58,Slovakia,desktop,IE 11.0,Windows 10,,
1618,0,31/03/2020 14:08,Austria,desktop,IE 11.0,Windows 10,,
1619,0,31/03/2020 14:17,Slovakia,desktop,Firefox 74.0,Windows 7,,
1620,0,31/03/2020 14:20,Slovakia,tablet,Facebook 263.0.0,Android 7.0,,
1621,0,31/03/2020 14:35,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,
1622,0,31/03/2020 14:43,Slovakia,desktop,IE 11.0,Windows 10,,
1623,0,31/03/2020 14:46,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1624,0,31/03/2020 14:48,Slovakia,desktop,Firefox 74.0,Windows 10,2,chcem lepšiu cenu
1625,0,31/03/2020 14:53,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1626,0,31/03/2020 14:54,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1627,0,31/03/2020 14:56,Slovakia,desktop,Safari 13.1,Mac OS X 10.15.4,,
1628,0,31/03/2020 15:02,Slovakia,desktop,Edge 18.18363,Windows 10,3,
1629,0,31/03/2020 15:02,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1630,0,31/03/2020 15:29,Slovakia,desktop,Opera 67.0.3575,Windows 10,,
1631,0,31/03/2020 15:36,Slovakia,phone,Chrome Mobile 79.0.3945,Android,4,
1632,0,31/03/2020 15:45,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
1633,0,31/03/2020 15:49,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1634,0,31/03/2020 15:49,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,Nemám žiadny problém.
1635,0,31/03/2020 16:13,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,2,
1636,0,31/03/2020 16:25,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
1637,0,31/03/2020 16:29,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,"k 30,- eurovému paušálu ten internet je málo, oproti konkurenčným firmám."
1638,0,31/03/2020 16:34,Slovakia,desktop,Firefox 74.0,Windows 10,,
1639,0,31/03/2020 16:39,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,2,"Dobrý deň, som Vašim verným zákazníkom od roku 2008 a keďže sa mi skončil viazanosť už minulý rok privítal by som od Vás nejakú výhodnú a férovu ponuku aj s novým telefónom.... Čakám na Vašu ponuku.. Ďakujem 0907337770 "
1640,0,31/03/2020 16:43,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,"Pokrytie, spoľahlivosť"
1641,0,31/03/2020 16:48,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1642,0,31/03/2020 16:56,Slovakia,desktop,Edge 18.18362,Windows 10,3,
1643,0,31/03/2020 17:03,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1644,0,31/03/2020 17:07,Slovakia,desktop,Firefox 74.0,Windows 10,3,neviem
1645,0,31/03/2020 17:13,Slovakia,desktop,Chrome 80.0.3987,Windows 7,1,
1646,0,31/03/2020 17:27,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,,
1647,0,31/03/2020 17:59,Slovakia,desktop,Edge 18.18362,Windows 10,,
1648,0,31/03/2020 18:06,Slovakia,tablet,Chrome 80.0.3987,Android 5.1,4,
1649,0,31/03/2020 18:12,Slovakia,desktop,Edge 18.18363,Windows 10,,
1650,0,31/03/2020 18:21,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,všetko funguje ako má. Nie sú problémy.
1651,0,31/03/2020 18:29,Slovakia,desktop,Edge 18.18363,Windows 10,5,Pre moje požiadavky na jednoduché využívanie  je vyhovujúci 
1652,0,31/03/2020 18:31,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,vysoká cena
1653,0,31/03/2020 18:35,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,3,
1654,0,31/03/2020 18:42,Slovakia,desktop,Firefox 74.0,Windows 10,3,
1655,0,31/03/2020 18:45,Slovakia,tablet,Chrome 80.0.3987,Android 7.0,,
1656,0,31/03/2020 18:57,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,pretože ponúkate málo dát oproti ostatným operátorom
1657,0,31/03/2020 19:03,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,"data v zahraniči
"
1658,0,31/03/2020 19:31,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1659,0,31/03/2020 19:52,Italy,tablet,Chrome 80.0.3987,Android 5.1,3,Hhh
1660,0,31/03/2020 20:12,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,4,
1661,0,31/03/2020 20:14,Slovakia,phone,Samsung Internet 11.1,Android 8.0.0,,
1662,0,31/03/2020 20:19,Slovakia,desktop,Firefox 57.0,Ubuntu,4,xxxxx
1663,0,31/03/2020 20:34,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,"Lebo sú dobré ponuky, len mam malo dát a chcel by som viac "
1664,0,31/03/2020 20:45,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,
1665,0,31/03/2020 20:53,Slovakia,desktop,Edge 18.18362,Windows 10,5,
1666,0,31/03/2020 22:02,Slovakia,desktop,Firefox 74.0,Windows 8.1,2,
1667,0,01/04/2020 04:45,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,Pausaly s datami su dost nerovnomerne vyskladane a dat je v nich dost malo. Data su jednoducho dost drahe.
1668,0,01/04/2020 05:00,Slovakia,desktop,Safari 13.1,Mac OS X 10.15.4,,
1669,0,01/04/2020 05:56,Slovakia,desktop,Firefox 74.0,Windows 10,5,
1670,0,01/04/2020 06:05,Slovakia,phone,Chrome Mobile 80.0.3987,Android 5.1.1,5,
1671,0,01/04/2020 06:35,Slovakia,desktop,Firefox 74.0,Windows 10,4,
1672,0,01/04/2020 06:51,Czechia,desktop,Chrome 80.0.3987,Windows 10,,
1673,0,01/04/2020 07:14,Slovakia,desktop,Firefox 62.0,Ubuntu,5,
1674,0,01/04/2020 07:16,Slovakia,phone,Samsung Internet 11.1,Android 8.0.0,3,nezobrazuje mi stranky do hlbky
1675,0,01/04/2020 07:19,Slovakia,desktop,Chrome 78.0.3904,Windows 7,5,Z 15€ co som platil mi bez upozornenia zvysili na 30€
1676,0,01/04/2020 07:23,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
1677,0,01/04/2020 07:24,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
1678,0,01/04/2020 07:43,Slovakia,desktop,Chrome 38.0.2125,Linux,,
1679,0,01/04/2020 07:45,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
1680,0,01/04/2020 08:00,Austria,desktop,Edge 18.18362,Windows 10,,
1681,0,01/04/2020 08:06,Slovakia,desktop,Firefox 73.0,Windows 10,,
1682,0,01/04/2020 08:14,Slovakia,desktop,Edge 18.18362,Windows 10,3,
1683,0,01/04/2020 08:17,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
1684,0,01/04/2020 08:26,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15.3,,
1685,0,01/04/2020 08:31,Slovakia,desktop,Chrome 80.0.3987,Windows 8,1,Neviem dektivovat automaticke navysenie dat z 21.3.2020. Ziadam Vas o deaktivizciu.
1686,0,01/04/2020 08:37,Slovakia,tablet,Chrome 80.0.3987,Android 6.0,4,
